user_id,item_id,rating,title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
266512,1573926809,7,"Looking for a Miracle: Weeping Icons, Relics, Stigmata, Visions &amp; Healing Cures",Joe Nickell,1999,Prometheus Books,http://images.amazon.com/images/P/1573926809.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573926809.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573926809.01.LZZZZZZZ.jpg
20329,0380750074,10,The Makeover Club,Suzanne Weyn,1986,Harpercollins Juvenile Books,http://images.amazon.com/images/P/0380750074.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380750074.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380750074.01.LZZZZZZZ.jpg
86548,0140296298,10,Riding in Cars With Boys: Confessions of a Bad Girl Who Makes Good,Beverley Donofrio,2001,Penguin Books,http://images.amazon.com/images/P/0140296298.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140296298.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140296298.01.LZZZZZZZ.jpg
206531,2020551470,10,Le baron perche,Calvino,2002,Seuil,http://images.amazon.com/images/P/2020551470.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2020551470.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2020551470.01.LZZZZZZZ.jpg
13280,0553110004,8,All Things Bright and Beautiful,James Herriot,0,Bantam Doubleday Dell,http://images.amazon.com/images/P/0553110004.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553110004.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553110004.01.LZZZZZZZ.jpg
146634,8401242304,7,El Amor En Los Tiempos Del Colera,Gabriel Garcia Marquez,1997,Lectorum Pubns,http://images.amazon.com/images/P/8401242304.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8401242304.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8401242304.01.LZZZZZZZ.jpg
35407,359625180X,8,Mirjam,Luise Rinser,1983,"Fischer (Tb.), Frankfurt",http://images.amazon.com/images/P/359625180X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/359625180X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/359625180X.01.LZZZZZZZ.jpg
242083,0768905362,10,"Peterson's Graduate &amp; Professional Programs 2002, Volume 1: An Overview",Elinor R. Workman,2001,Peterson's,http://images.amazon.com/images/P/0768905362.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0768905362.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0768905362.01.LZZZZZZZ.jpg
131032,0451179285,9,The Stand: The Complete &amp; Uncut Edition,Stephen King,1994,New Amer Library,http://images.amazon.com/images/P/0451179285.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451179285.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451179285.01.LZZZZZZZ.jpg
73923,0375401156,6,The Diving Bell and the Butterfly : A Memoir of Life in Death,JEAN-DOMINIQUE BAUBY,1997,Knopf,http://images.amazon.com/images/P/0375401156.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375401156.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375401156.01.LZZZZZZZ.jpg
264031,081296814X,9,Durable Goods : A Novel (Ballantine Reader's Circle),ELIZABETH BERG,2003,Ballantine Books,http://images.amazon.com/images/P/081296814X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/081296814X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/081296814X.01.LZZZZZZZ.jpg
153662,0671012029,10,TOTAL TITANIC,Marc Shapiro,1998,Byron Preiss,http://images.amazon.com/images/P/0671012029.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671012029.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671012029.01.LZZZZZZZ.jpg
47274,884524749X,7,Il Pendolo Di Foucault,Umberto Eco,2001,Distribooks Inc,http://images.amazon.com/images/P/884524749X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/884524749X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/884524749X.01.LZZZZZZZ.jpg
171118,0091885655,6,Life With Father,Clarence Day,2002,Ebury Press,http://images.amazon.com/images/P/0091885655.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0091885655.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0091885655.01.LZZZZZZZ.jpg
143743,038533334X,8,Charming Billy,Alice McDermott,1999,Delta,http://images.amazon.com/images/P/038533334X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038533334X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038533334X.01.LZZZZZZZ.jpg
277427,0898157803,10,Menopaws: The Silent Meow,Martha Sacks,1995,Ten Speed Press,http://images.amazon.com/images/P/0898157803.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0898157803.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0898157803.01.LZZZZZZZ.jpg
143964,0891099468,10,Marriage Takes More Than Love,Jack Mayhall,1996,Navpress Publishing Group,http://images.amazon.com/images/P/0891099468.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0891099468.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0891099468.01.LZZZZZZZ.jpg
132173,0515118907,7,The Man Who Cast Two Shadows (Kathleen Mallory Novels (Paperback)),Carol O'Connell,1996,Jove Books,http://images.amazon.com/images/P/0515118907.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515118907.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515118907.01.LZZZZZZZ.jpg
157811,0878335722,10,Complete Guide to Florida Gardening (Complete Guide to Florida Gardening),Stan Defreitas,1987,Taylor Trade Publishing,http://images.amazon.com/images/P/0878335722.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0878335722.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0878335722.01.LZZZZZZZ.jpg
260327,0140115854,8,Moon Palace (Contemporary American Fiction),Paul Auster,1990,Penguin Books,http://images.amazon.com/images/P/0140115854.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140115854.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140115854.01.LZZZZZZZ.jpg
136326,0425162591,7,McNally's Gamble (Archy McNally Novels (Paperback)),Lawrence Sanders,2000,Berkley Publishing Group,http://images.amazon.com/images/P/0425162591.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425162591.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425162591.01.LZZZZZZZ.jpg
265219,9500715309,6,Tesis Sobre Un Homicidio (Narrativas Argentinas),Diego Paszkowski,1999,Sudamericana,http://images.amazon.com/images/P/9500715309.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9500715309.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9500715309.01.LZZZZZZZ.jpg
232131,0345360354,5,Lovely in Her Bones,Sharyn McCrumb,1990,Ballantine Books,http://images.amazon.com/images/P/0345360354.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345360354.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345360354.01.LZZZZZZZ.jpg
177458,0071355766,6,"The Quotable Writer: Words of Wisdom from Mark Twain, Aristotle, Oscar Wilde, Robert Frost, Eric Jong, and More",William A. Gordon,2000,McGraw-Hill Trade,http://images.amazon.com/images/P/0071355766.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0071355766.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0071355766.01.LZZZZZZZ.jpg
76767,0425182908,6,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425182908.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425182908.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425182908.01.LZZZZZZZ.jpg
111468,0743490304,8,Deception Point,Dan Brown,2003,Atria,http://images.amazon.com/images/P/0743490304.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743490304.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743490304.01.LZZZZZZZ.jpg
24028,0805036377,2,M Is for Malice (Kinsey Millhone Mysteries (Hardcover)),Sue Grafton,1996,Henry Holt &amp; Company,http://images.amazon.com/images/P/0805036377.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805036377.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805036377.01.LZZZZZZZ.jpg
109180,0760315922,5,Conflict Iraq: Weapons and Tactics of the U.S. and Iraqi Forces,David Miller,2003,Motorbooks International,http://images.amazon.com/images/P/0760315922.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0760315922.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0760315922.01.LZZZZZZZ.jpg
61704,0425146812,10,Second Nature,Alice Hoffman,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425146812.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425146812.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425146812.01.LZZZZZZZ.jpg
163488,0553562614,9,Snow Crash,Neal Stephenson,1993,Bantam,http://images.amazon.com/images/P/0553562614.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553562614.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553562614.01.LZZZZZZZ.jpg
50337,0373511477,8,"Tangled Autumn  (Reader's Choice)  (Harlequin Romance,  1569)",Betty Neels,2001,Harlequin,http://images.amazon.com/images/P/0373511477.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373511477.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373511477.01.LZZZZZZZ.jpg
253871,0385316348,10,The Ranch,Danielle Steel,1997,Dell,http://images.amazon.com/images/P/0385316348.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385316348.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385316348.01.LZZZZZZZ.jpg
38273,0307480062,10,"Handbook of United States Coins, 2000: With Premium Lists (Handbook of United States Coins, 2000)",R. S. Yeoman,1999,Whitman Pub Llc,http://images.amazon.com/images/P/0307480062.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0307480062.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0307480062.01.LZZZZZZZ.jpg
129716,0140420649,7,Rimbaud: Collected Poems (Penguin Classics),Arthur Rimbaud,1987,Penguin Books,http://images.amazon.com/images/P/0140420649.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140420649.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140420649.01.LZZZZZZZ.jpg
200707,0785810730,9,Secrets of the Samurai: A Survey of the Martial Arts of Feudal Japan,Oscar Ratti,1999,Book Sales,http://images.amazon.com/images/P/0785810730.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785810730.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785810730.01.LZZZZZZZ.jpg
201290,0451526384,9,Persuasion,Jane Austen,1996,Signet Classics,http://images.amazon.com/images/P/0451526384.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451526384.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451526384.01.LZZZZZZZ.jpg
27875,030713184X,8,Mulan,Katherine Poindexter,1998,Golden Books Publishing Company,http://images.amazon.com/images/P/030713184X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/030713184X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/030713184X.01.LZZZZZZZ.jpg
66485,3458332472,10,Die Herrin von Wildfell Hall. Roman.,Anne Bronte,1993,"Insel, Frankfurt",http://images.amazon.com/images/P/3458332472.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3458332472.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3458332472.01.LZZZZZZZ.jpg
50832,0425177009,7,Lavender Lies: A China Bayles Mystery (Prime Crime Mysteries),Susan Wittig Albert,2000,Berkley Publishing Group,http://images.amazon.com/images/P/0425177009.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425177009.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425177009.01.LZZZZZZZ.jpg
224646,0028604032,9,The New York Public Library Science Desk Reference (The New York Public Library Series),Patricia Barnes-Svarney,1995,MacMillan Publishing Company.,http://images.amazon.com/images/P/0028604032.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0028604032.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0028604032.01.LZZZZZZZ.jpg
125027,0380797526,5,The Garden of the Stone,Victoria Strauss,1999,Eos,http://images.amazon.com/images/P/0380797526.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380797526.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380797526.01.LZZZZZZZ.jpg
11676,0385312660,10,Second Nature,MICHAEL POLLAN,1992,Delta,http://images.amazon.com/images/P/0385312660.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385312660.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385312660.01.LZZZZZZZ.jpg
182993,0451411404,7,Five Days in Summer,Kate Pepper,2004,Onyx Books,http://images.amazon.com/images/P/0451411404.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451411404.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451411404.01.LZZZZZZZ.jpg
160511,0451408977,10,The Stargazey: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)),Martha Grimes,1999,Onyx Books,http://images.amazon.com/images/P/0451408977.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451408977.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451408977.01.LZZZZZZZ.jpg
61427,0698118804,8,The Lost Flower Children,Janet Taylor Lisle,2001,Putnam Publishing Group,http://images.amazon.com/images/P/0698118804.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0698118804.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0698118804.01.LZZZZZZZ.jpg
180378,0672484900,7,Winner's Guide to Nintendo Game Boy,Kate Miller,1990,Macmillan Computer Pub,http://images.amazon.com/images/P/0672484900.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0672484900.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0672484900.01.LZZZZZZZ.jpg
27169,0345313755,8,Texas Fury,FERN MICHAELS,1989,Ballantine Books,http://images.amazon.com/images/P/0345313755.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345313755.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345313755.01.LZZZZZZZ.jpg
234657,1577310128,9,The Art of True Healing: The Unlimited Power of Prayer and Visualization,Israel Regardie,1997,New World Library,http://images.amazon.com/images/P/1577310128.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1577310128.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1577310128.01.LZZZZZZZ.jpg
265380,0671494597,9,Men: An Owner's Manual,Stephanie Brush,1984,Simon &amp; Schuster,http://images.amazon.com/images/P/0671494597.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671494597.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671494597.01.LZZZZZZZ.jpg
41405,0671015648,8,Isabel's Bed,Elinor Lipman,1998,Washington Square Press,http://images.amazon.com/images/P/0671015648.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671015648.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671015648.01.LZZZZZZZ.jpg
153283,0671026011,7,The Empty Chair,Jeffery Deaver,2001,Pocket,http://images.amazon.com/images/P/0671026011.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671026011.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671026011.01.LZZZZZZZ.jpg
272395,0671868691,9,Bitter Harvest,Ann Rule,1999,Pocket,http://images.amazon.com/images/P/0671868691.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671868691.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671868691.01.LZZZZZZZ.jpg
170513,1882977009,5,How to Plan a Spectacular Family Reunion: Discovering Relationships : From Picnics and Talent Shows to Oral Histories and Family Themes Genealogy an,Geneva Turner,1993,Family Projects Pub Mission Square,http://images.amazon.com/images/P/1882977009.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1882977009.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1882977009.01.LZZZZZZZ.jpg
253797,078949647X,5,Re-imagine!,Tom Peters,2003,Dorling Kindersley Publishing,http://images.amazon.com/images/P/078949647X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/078949647X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/078949647X.01.LZZZZZZZ.jpg
220753,0486264661,6,Selected Poems (Dover Thrift Edition),Emily Dickinson,1990,Dover Publications,http://images.amazon.com/images/P/0486264661.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486264661.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486264661.01.LZZZZZZZ.jpg
189835,0515092541,5,"The Love Puzzle (Camfield, No 51)",Barbara Cartland,1987,Jove Books,http://images.amazon.com/images/P/0515092541.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515092541.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515092541.01.LZZZZZZZ.jpg
90232,2879292328,9,Vacances anglaises,Joseph Connolly,2000,Editions de l'Olivier,http://images.amazon.com/images/P/2879292328.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2879292328.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2879292328.01.LZZZZZZZ.jpg
236164,0743464583,6,The Last Bride in Ballymuir,Dorien Kelly,2003,Pocket Star,http://images.amazon.com/images/P/0743464583.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743464583.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743464583.01.LZZZZZZZ.jpg
230658,0762416386,5,Ultimate Treehouses,David Clarke,2003,Running Press Book Publishers,http://images.amazon.com/images/P/0762416386.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0762416386.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0762416386.01.LZZZZZZZ.jpg
264082,0373707983,5,"Ends Of The Earth (Guaranteed Page-Turner) (Superromance , No 798)",Peter David,1998,Harlequin,http://images.amazon.com/images/P/0373707983.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373707983.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373707983.01.LZZZZZZZ.jpg
93047,1883642914,6,Creating Colette: From Ingenue to Libertine 1873-1913,Claude Francis,1998,Steerforth Press,http://images.amazon.com/images/P/1883642914.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1883642914.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1883642914.01.LZZZZZZZ.jpg
46329,0802132952,4,Naked Lunch,William S. Burroughs,1992,Grove Press,http://images.amazon.com/images/P/0802132952.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802132952.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802132952.01.LZZZZZZZ.jpg
11676,0679724362,8,The Road from Coorain,Jill Ker Conway,1990,Vintage Books USA,http://images.amazon.com/images/P/0679724362.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679724362.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679724362.01.LZZZZZZZ.jpg
275140,3404144449,7,Der Engel mit den schwarzen FlÃ?Â¼geln.,Petra Hammesfahr,2000,LÃ?Â¼bbe,http://images.amazon.com/images/P/3404144449.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3404144449.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3404144449.01.LZZZZZZZ.jpg
264317,0142000205,3,Icy Sparks,Gwyn Hyman Rubio,2001,Penguin Books,http://images.amazon.com/images/P/0142000205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142000205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142000205.01.LZZZZZZZ.jpg
245864,0152712453,10,The Seasons of Arnold's Apple Tree,Gail Gibbons,1988,Harcourt,http://images.amazon.com/images/P/0152712453.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0152712453.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0152712453.01.LZZZZZZZ.jpg
245155,0064400565,9,Stuart Little,E. B. White,1974,HarperTrophy,http://images.amazon.com/images/P/0064400565.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064400565.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064400565.01.LZZZZZZZ.jpg
169492,0375421440,10,Three Junes,Julia Glass,2002,Pantheon Books,http://images.amazon.com/images/P/0375421440.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375421440.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375421440.01.LZZZZZZZ.jpg
24641,0140143505,10,84 Charing Cross Road,Helene Hanff,1990,Penguin Books,http://images.amazon.com/images/P/0140143505.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140143505.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140143505.01.LZZZZZZZ.jpg
273979,0891098836,8,The Discipline of Grace: God's Role and Our Role in the Pursuit of Holiness,Jerry Bridges,1994,Navpress Publishing Group,http://images.amazon.com/images/P/0891098836.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0891098836.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0891098836.01.LZZZZZZZ.jpg
6251,0316460842,9,"Just Plain Folks: Original Tales of Living, Loving, Longing, and Learning, As Told by a Perfectly Ordinary, Quite Commonly Sensible, and Absolutely Awe-Inspiring colore",Lorraine Johnson-Coleman,1998,Little Brown &amp; Co,http://images.amazon.com/images/P/0316460842.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316460842.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316460842.01.LZZZZZZZ.jpg
76942,0451158237,9,Fountainhead,Ayn Rand,1952,Penguin Putnam~mass,http://images.amazon.com/images/P/0451158237.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451158237.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451158237.01.LZZZZZZZ.jpg
149750,0890872449,3,Loving Relationships,Sondra. Ray,1980,Ten Speed Pr,http://images.amazon.com/images/P/0890872449.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0890872449.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0890872449.01.LZZZZZZZ.jpg
28204,0156005891,6,Eden Close,Anita Shreve,1998,Harvest Books,http://images.amazon.com/images/P/0156005891.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156005891.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156005891.01.LZZZZZZZ.jpg
